trial,image1,image2,image3,image4
33,1,0.7585853103630866,0.684126328003458,0.4859445261627819
34,1,0.792281364065923,0.4828347382672705,0.552965799111248
35,1,0.7135271756132886,0.6182968769204066,0.5229441241339375
36,1,0.5376305661980002,0.46976109476302513,0.4160703186155944
37,1,0.5970191578626051,0.6827717966250006,0.5835253738576791
38,1,0.5794431626649492,0.5391523576961061,0.5773931127965487
39,1,0.7491356510532146,0.5575346915373939,0.48929346571342586
40,1,0.644066269624978,0.49082177372396946,0.559270550758028
41,1,0.7209678848817243,0.6933635252551598,0.5076805667634151
42,1,0.5763025802191674,0.6887713411402169,0.5806657198924161
43,1,0.6445061706141472,0.5445706616116434,0.5133329578101956
44,1,0.5814564042519849,0.5347632540655467,0.6303187193494968
45,1,0.47721881517751763,0.46912676405673637,0.4408737479028682
46,1,0.7346822388447114,0.6676120369686114,0.49794160277738736
47,1,0.8752429019778042,0.6626846389553017,0.6481436309267484
48,1,0.5218256580500636,0.5007003200659161,0.5668222241055733
49,1,0.675548915570627,0.5306723774899165,0.5742394941640016
50,1,0.5068766599035245,0.6104104141940518,0.6064077680189021
51,1,0.5874970186842557,0.5466922290589076,0.532203960152616
52,1,0.6143015921960543,0.5019975291597097,0.5439346174780177
53,1,0.6811802064792407,0.5512746217653752,0.6174032549682472
54,1,0.6534919321230204,0.5671857392093254,0.5881936887002298
55,1,0.8324455839421517,0.4457726648373589,0.5121858126581477
56,1,0.6161489948113449,0.6125543363147059,0.557663393436032
57,1,0.7746405104560325,0.5254462440692658,0.4971845762189367
58,1,0.8965998656905303,0.7358590055510639,0.4124460176500943
59,1,0.7369766082795891,0.44306839994310004,0.4041717136025001
60,1,0.7973384643404745,0.5468377294980747,0.498247719462848
61,1,0.6952609986150424,0.46603788165125365,0.5340521585271802
62,1,0.8065204007862712,0.5899121371807964,0.48494820117524795
63,1,0.6471566769646544,0.577142053234819,0.6438783712421144
64,1,0.5762314798223472,0.5207744672385896,0.5044105738167307
65,1,0.5407509710967,0.46139033308221783,0.47493865379247063
66,1,0.8219343073500417,0.5147978786507879,0.46991949867761035
67,1,0.5635645355957721,0.49738455042347174,0.4436168869957563
68,1,0.6235630378796778,0.613038990973727,0.6122896095023692
69,1,0.5676451158789712,0.5891727964217802,0.4752366313357372
70,1,0.5722820467566939,0.5519183202067485,0.47592679470789423
71,1,0.6680770815414238,0.6638697348768979,0.5601864586872419
72,1,0.555848595349863,0.4451357080846686,0.581048806610177
73,1,0.6040290183416397,0.5746341492285215,0.555309731247553
74,1,0.5637181660774211,0.5353674870096163,0.5090742928695834
75,1,0.8183536028730644,0.6039064204479366,0.4030664341977875
76,1,0.6820858774067986,0.4523946133363247,0.4898515719952989
77,1,0.49208757026988553,0.566423265439736,0.48982880150376285
78,1,0.5724153153729744,0.6345297719877455,0.5416609861299263
79,1,0.865063223331456,0.6697950264875113,0.5378442839991365
80,1,0.582492659971618,0.6128159454032635,0.45957901213518776
81,1,0.6714716060932432,0.5786857425657694,0.5517550537957046
82,1,0.6849905173606361,0.6501278785457462,0.4838236898047962
83,1,0.6085300945101885,0.6072203436681425,0.5663073946493902
84,1,0.6625837598484552,0.5683192179849443,0.4451314632644141
85,1,0.5738706326179479,0.5563743627837004,0.5943346179607626
86,1,0.8113516308629583,0.6254610421164957,0.47907411697294167
87,1,0.6802967602449412,0.6693843226565077,0.5579991092379537
88,1,0.7794066720605862,0.602212701197453,0.5634528326238301
89,1,0.5528299545707737,0.5281595500619393,0.5498622242584542
90,1,0.6637266893833901,0.4954535808173841,0.5716055492597041
91,1,0.7214229987431603,0.5075642378062667,0.5867261391052168
92,1,0.7023056477111344,0.5776341575497597,0.4479716736289021
93,1,0.7751654778986864,0.590298440629119,0.5118191104166802
94,1,0.5921412420773483,0.3962542955520611,0.4519917941657371
95,1,0.6561656649009825,0.5948016032386386,0.5711352155845666
96,1,0.7493176581806047,0.49122814780923635,0.5429405047212721
97,1,0.7328155382555146,0.5770504963770245,0.5030703105404439
98,1,0.6665643261765315,0.5380230298864253,0.5811766630121943
99,1,0.5985947372924703,0.6580381008135703,0.6417896599105213
100,1,0.7123559270117381,0.6771295721194418,0.4881189381224645
101,1,0.872117254686076,0.698988217823375,0.5726371652582845
102,1,0.5425618400470499,0.6010338299824799,0.4959157134763872
103,1,0.7251821170770177,0.7311868505978721,0.600147031122377
104,1,0.7439293738882484,0.635175657828437,0.5618584053495432
105,1,0.7546528318108499,0.5264085260270056,0.5269989798692049
106,1,0.6491819351135771,0.6356267804888015,0.6160782569801037
107,1,0.8359256752018297,0.5719258554876874,0.5734631236822463
108,1,0.5054787226569127,0.6446841298964843,0.5622474652114223
109,1,0.50259697330889,0.5408079008294937,0.6800991597394535
110,1,0.6406199793273315,0.5908376250838029,0.5845075932315357
111,1,0.5049100590808091,0.5774339049550081,0.5488056290223102
112,1,0.6094064905375188,0.5543628322532125,0.6181460613585931
113,1,0.5762006339049628,0.5789311083075054,0.6474798418815582
114,1,0.5272508361547726,0.5198351445917768,0.5287153068839483
115,1,0.5197473944463228,0.5100859415743858,0.5199043378917172
116,1,0.5460986588430351,0.4691879229651331,0.4166484128704421
117,1,0.5921198916787918,0.5129277169065108,0.43305676568257284
118,1,0.5374106866392692,0.5270863142882086,0.504782789999991
119,1,0.48672072290705654,0.626673049158955,0.58804538672217
