word	method	exists	coverage	mean_dist_to_white
jellyfish	rembg_u2net	True	0.4258888888888889	0.2638402283191681
jersey	rembg_u2net	True	0.06397777777777777	0.03572648763656616
jug	rembg_u2net	True	0.4828	0.2251584231853485
jukebox	rembg_u2net	True	0.5588555555555555	0.32774436473846436
kaleidoscope	rembg_u2net	True	0.3330222222222222	0.1642073690891266
kayak	rembg_u2net	True	0.16671111111111112	0.09532443434000015
key	rembg_u2net	True	0.3061333333333333	0.14803414046764374
kimono	rembg_u2net	True	0.28621111111111114	0.14871767163276672
knitting	rembg_u2net	True	0.4006111111111111	0.2528180480003357
koala	rembg_u2net	True	0.5509444444444445	0.26697397232055664
ladybug	FALLBACK_ORIGINAL	True	0.9991444444444444	0.46304115653038025
lamp	rembg_u2net	True	0.1277222222222222	0.07328004390001297
lantern	rembg_u2net	True	0.31427777777777777	0.19808588922023773
latch	rembg_u2net	True	0.37714444444444445	0.10634975880384445
lava	rembg_u2net	True	0.3368555555555556	0.20196573436260223
leek	rembg_u2net	True	0.22045555555555554	0.058754753321409225
leggings	rembg_u2net	True	0.2452888888888889	0.184354767203331
leopard	rembg_u2net	True	0.4703777777777778	0.2749055027961731
lobster	rembg_u2net	True	0.5890111111111112	0.420640766620636
lock	rembg_u2net	True	0.4544111111111111	0.21783560514450073
locker	rembg_u2net	True	0.7272444444444445	0.5777041912078857
log	rembg_u2net	True	0.10048888888888889	0.054731257259845734
lollipop	rembg_u2net	True	0.10368888888888889	0.048141151666641235
luggage	rembg_u2net	True	0.5597111111111112	0.38773152232170105
lumber	rembg_u2net	True	0.7915777777777778	0.2805834114551544
mailbox	rembg_u2net	True	0.5463222222222223	0.2231452763080597
mallet	rembg_u2net	True	0.20766666666666667	0.0803331732749939
mandolin	rembg_u2net	True	0.2117	0.11670411378145218
mango	rembg_u2net	True	0.3044	0.15195588767528534
mantle	rembg_u2net	True	0.34986666666666666	0.25364425778388977
map	rembg_u2net	True	0.19497777777777778	0.0872606411576271
marker	rembg_u2net	True	0.25504444444444446	0.03974863141775131
marshmallow	rembg_u2net	True	0.3666333333333333	0.10013854503631592
mascara	rembg_u2net	True	0.17924444444444446	0.13719432055950165
mast	FALLBACK_ORIGINAL	True	0.5785666666666667	0.10055207461118698
meatball	rembg_u2net	True	0.5140666666666667	0.28650960326194763
medal	rembg_u2net	True	0.3930666666666667	0.22945775091648102
melon	rembg_u2net	True	0.5044222222222222	0.23491141200065613
microwave	rembg_u2net	True	0.4751444444444444	0.3196485638618469
mixer	rembg_u2net	True	0.29885555555555554	0.11245857179164886
moccasin	rembg_u2net	True	0.5857111111111111	0.32473233342170715
monkey	rembg_u2net	True	0.18225555555555556	0.08792440593242645
mud	FALLBACK_ORIGINAL	True	0.9958444444444444	0.4298091232776642
mulch	FALLBACK_ORIGINAL	True	0.9991666666666666	0.6360957622528076
nest	rembg_u2net	True	0.4826888888888889	0.2291475087404251
net	rembg_u2net	True	0.34992222222222225	0.04323476180434227
nose	FALLBACK_ORIGINAL	True	1.0	0.41824421286582947
oatmeal	rembg_u2net	True	0.14686666666666667	0.1037062406539917
octopus	rembg_u2net	True	0.6193222222222222	0.32753536105155945
oil	rembg_u2net	True	0.21926666666666667	0.1307658702135086
oilcan	rembg_u2net	True	0.1209	0.056658755987882614
olive	rembg_u2net	True	0.19036666666666666	0.11547759175300598
omelet	rembg_u2net	True	0.7516777777777778	0.34149986505508423
orange	rembg_u2net	True	0.3929888888888889	0.24508504569530487
orangutan	rembg_u2net	True	0.8988111111111111	0.2992446720600128
orchid	rembg_u2net	True	0.3256222222222222	0.12475673109292984
organ	rembg_u2net	True	0.47054444444444443	0.2787966728210449
otter	rembg_u2net	True	0.4887888888888889	0.3146592974662781
owl	rembg_u2net	True	0.5293777777777777	0.31228265166282654
paddle	rembg_u2net	True	0.2918222222222222	0.0972980484366417
painting	rembg_u2net	True	0.5584111111111111	0.3827251195907593
pajamas	rembg_u2net	True	0.7187333333333333	0.5556829571723938
palette	rembg_u2net	True	0.4195888888888889	0.21664802730083466
pancake	rembg_u2net	True	0.6770555555555555	0.30048584938049316
panda	rembg_u2net	True	0.44583333333333336	0.2668817937374115
pants	rembg_u2net	True	0.29865555555555556	0.24690230190753937
papaya	rembg_u2net	True	0.5791666666666667	0.29907530546188354
parsley	FALLBACK_ORIGINAL	True	1.0	0.6864992380142212
peg	rembg_u2net	True	0.5853222222222222	0.40055546164512634
pencil	rembg_u2net	True	0.08797777777777778	0.05431691184639931
perfume	rembg_u2net	True	0.3441111111111111	0.1827104240655899
pesto	rembg_u2net	True	0.5236444444444445	0.2938378155231476
pheasant	rembg_u2net	True	0.1555	0.09902406483888626
phone	rembg_u2net	True	0.2489	0.15289883315563202
pie	rembg_u2net	True	0.6468777777777778	0.20588277280330658
pigeon	rembg_u2net	True	0.26903333333333335	0.12451604008674622
pinball	rembg_u2net	True	0.2136222222222222	0.09296336024999619
pincushion	rembg_u2net	True	0.4870777777777778	0.2743763327598572
pineapple	rembg_u2net	True	0.2033888888888889	0.13046739995479584
pinecone	rembg_u2net	True	0.5416888888888889	0.28232041001319885
pinwheel	rembg_u2net	True	0.2519222222222222	0.11773567646741867
pistachio	rembg_u2net	True	0.4185333333333333	0.11119107156991959
pitcher	rembg_u2net	True	0.4524111111111111	0.22830449044704437
pizza	rembg_u2net	True	0.6066555555555555	0.2528431713581085
plug	rembg_u2net	True	0.23975555555555556	0.15681685507297516
porthole	rembg_u2net	True	0.8480888888888889	0.3937937021255493
poster	FALLBACK_ORIGINAL	True	0.9999666666666667	0.6051384806632996
pot	rembg_u2net	True	0.7189555555555556	0.37497633695602417
potato	rembg_u2net	True	0.7564222222222222	0.2411564290523529
potpourri	rembg_u2net	True	0.09651111111111112	0.03165634348988533
printer	FALLBACK_ORIGINAL	True	0.9999777777777777	0.5692710280418396
prism	rembg_u2net	True	0.09284444444444444	0.04173135757446289
prune	rembg_u2net	True	0.2653333333333333	0.23278866708278656
puddle	rembg_u2net	True	0.3086111111111111	0.11003965884447098
pump	rembg_u2net	True	0.2944777777777778	0.2065988928079605
pumpkin	rembg_u2net	True	0.30924444444444443	0.14803223311901093
quilt	FALLBACK_ORIGINAL	True	1.0	0.5338454842567444
rabbit	rembg_u2net	True	0.26664444444444446	0.15195727348327637
radar	rembg_u2net	True	0.5227222222222222	0.2817643880844116
railing	FALLBACK_ORIGINAL	True	1.0	0.4027251601219177
raisin	rembg_u2net	True	0.47815555555555556	0.37550321221351624
reel	rembg_u2net	True	0.2700888888888889	0.136176198720932
refrigerator	FALLBACK_ORIGINAL	True	1.0	0.2588668167591095
reindeer	rembg_u2net	True	0.19625555555555554	0.10443557798862457
rhinoceros	rembg_u2net	True	0.48833333333333334	0.3092361092567444
rhubarb	rembg_u2net	True	0.17674444444444445	0.024798188358545303
rice	rembg_u2net	True	0.9381111111111111	0.25051867961883545
rim	FALLBACK_ORIGINAL	True	0.9899333333333333	0.6589158177375793
rocket	FALLBACK_ORIGINAL	True	0.9700333333333333	0.48585256934165955
rooster	rembg_u2net	True	0.3415111111111111	0.22398494184017181
rope	rembg_u2net	True	0.5423444444444444	0.22736968100070953
rose	rembg_u2net	True	0.5553	0.26735493540763855
ruby	rembg_u2net	True	0.06018888888888889	0.04906647279858589
saddle	rembg_u2net	True	0.36244444444444446	0.18702645599842072
salami	rembg_u2net	True	0.3619888888888889	0.24134337902069092
sandbag	rembg_u2net	True	0.39482222222222224	0.13954822719097137
sandpaper	rembg_u2net	True	0.3121	0.18750248849391937
satellite	FALLBACK_ORIGINAL	True	0.9999888888888889	0.3461354970932007
sauce	rembg_u2net	True	0.4956888888888889	0.197622612118721
sauerkraut	rembg_u2net	True	0.17084444444444444	0.08245024085044861
scaffolding	FALLBACK_ORIGINAL	True	0.9542111111111111	0.5489069223403931
scarf	rembg_u2net	True	0.19946666666666665	0.10167727619409561
scoop	rembg_u2net	True	0.23575555555555555	0.11466744542121887
screwdriver	rembg_u2net	True	0.20145555555555555	0.10940439254045486
seagull	rembg_u2net	True	0.26015555555555553	0.13423976302146912
seismograph	rembg_u2net	True	0.5193222222222222	0.2604422867298126
shelf	rembg_u2net	True	0.8227444444444444	0.5420599579811096
ship	rembg_u2net	True	0.5200222222222223	0.30623000860214233
shorts	rembg_u2net	True	0.6088222222222223	0.3414686322212219
shower	rembg_u2net	True	0.5675111111111111	0.22365957498550415
showerhead	rembg_u2net	True	0.18955555555555556	0.06602034717798233
sidecar	rembg_u2net	True	0.29714444444444443	0.16509567201137543
silverware	rembg_u2net	True	0.7053666666666667	0.3382948040962219
sink	rembg_u2net	True	0.6987333333333333	0.18283040821552277
skateboard	rembg_u2net	True	0.2444111111111111	0.14405791461467743
ski	FALLBACK_ORIGINAL	True	0.9984888888888889	0.5867451429367065
skirt	rembg_u2net	True	0.4610222222222222	0.2646345794200897
sloth	rembg_u2net	True	0.4321	0.27321910858154297
snail	rembg_u2net	True	0.2722777777777778	0.1121579110622406
snowball	rembg_u2net	True	0.23204444444444444	0.08252932131290436
soap	rembg_u2net	True	0.4316111111111111	0.23390735685825348
sorbet	rembg_u2net	True	0.43294444444444447	0.30214473605155945
soup	rembg_u2net	True	0.3764777777777778	0.16386163234710693
sparkler	rembg_u2net	True	0.19523333333333334	0.06757035851478577
spatula	rembg_u2net	True	0.09204444444444444	0.023002227768301964
sprinkler	FALLBACK_ORIGINAL	True	0.9999888888888889	0.5038540363311768
squash	rembg_u2net	True	0.3405444444444444	0.0822749212384224
squirrel	rembg_u2net	True	0.32416666666666666	0.19783565402030945
stair	rembg_u2net	True	0.6808111111111111	0.3762245774269104
statue	rembg_u2net	True	0.5882111111111111	0.24898016452789307
stem	rembg_u2net	True	0.25626666666666664	0.15704640746116638
stew	rembg_u2net	True	0.31156666666666666	0.20540419220924377
strawberry	rembg_u2net	True	0.36706666666666665	0.2526859641075134
stretcher	rembg_u2net	True	0.1109	0.06810382753610611
stroller	rembg_u2net	True	0.3028	0.19242551922798157
stump	rembg_u2net	True	0.27545555555555556	0.18249717354774475
submarine	rembg_u2net	True	0.17705555555555555	0.11075878888368607
subway	rembg_u2net	True	0.13291111111111112	0.09309542924165726
suit	rembg_u2net	True	0.4424888888888889	0.27354153990745544
suitcase	rembg_u2net	True	0.3524555555555556	0.22145874798297882
sunflower	rembg_u2net	True	0.5814222222222222	0.36384493112564087
sunglasses	rembg_u2net	True	0.17074444444444445	0.12219421565532684
sunroof	rembg_u2net	True	0.13186666666666666	0.09134311974048615
sushi	rembg_u2net	True	0.25535555555555556	0.13609525561332703
swan	rembg_u2net	True	0.39447777777777776	0.10498914122581482
sweater	rembg_u2net	True	0.2544111111111111	0.17706982791423798
swordfish	rembg_u2net	True	0.12961111111111112	0.09231305122375488
tab	rembg_u2net	True	0.5031111111111111	0.32037153840065
tablecloth	rembg_u2net	True	0.6184333333333333	0.14885810017585754
taco	rembg_u2net	True	0.5566222222222222	0.3012969493865967
tadpole	FALLBACK_ORIGINAL	True	1.0	0.5894909501075745
taillight	rembg_u2net	True	0.3787333333333333	0.22194062173366547
tamale	rembg_u2net	True	0.7887333333333333	0.3948020935058594
tape	rembg_u2net	True	0.31575555555555557	0.14204728603363037
tapestry	rembg_u2net	True	0.16562222222222223	0.03953157737851143
target	rembg_u2net	True	0.15332222222222222	0.0552934966981411
tea	rembg_u2net	True	0.5845111111111111	0.332352876663208
teabag	rembg_u2net	True	0.20393333333333333	0.0899142324924469
teacup	rembg_u2net	True	0.2711777777777778	0.08628547936677933
teapot	rembg_u2net	True	0.4880333333333333	0.29340654611587524
tee	FALLBACK_ORIGINAL	True	0.9999777777777777	0.6997620463371277
telescope	rembg_u2net	True	0.3433777777777778	0.2101769745349884
thermos	rembg_u2net	True	0.18827777777777777	0.1288641095161438
thermostat	rembg_u2net	True	0.5093555555555556	0.19023919105529785
tiara	rembg_u2net	True	0.4406333333333333	0.26256120204925537
toe	rembg_u2net	True	0.48827777777777776	0.2422623634338379
toilet	rembg_u2net	True	0.3834222222222222	0.09956298023462296
toothpick	rembg_u2net	True	0.3232888888888889	0.15732795000076294
tractor	rembg_u2net	True	0.3962	0.2617928683757782
trampoline	rembg_u2net	True	0.5495111111111111	0.3868519961833954
treasure	rembg_u2net	True	0.45168888888888886	0.10782460123300552
tripod	rembg_u2net	True	0.09514444444444445	0.06882209330797195
trolley	rembg_u2net	True	0.5115	0.3361835181713104
trophy	rembg_u2net	True	0.1635111111111111	0.0951656773686409
trough	rembg_u2net	True	0.30904444444444445	0.18051651120185852
trumpet	rembg_u2net	True	0.4700111111111111	0.23000790178775787
trunk	rembg_u2net	True	0.5902888888888889	0.4404447078704834
tuba	rembg_u2net	True	0.18287777777777778	0.08924870193004608
tulip	rembg_u2net	True	0.48107777777777777	0.10754185169935226
tumbleweed	rembg_u2net	True	0.2607	0.16993515193462372
turbine	rembg_u2net	True	0.7648	0.4529082179069519
turkey	rembg_u2net	True	0.34434444444444445	0.19487792253494263
turnstile	rembg_u2net	True	0.4159333333333333	0.27151501178741455
turntable	rembg_u2net	True	0.6890111111111111	0.41686493158340454
turtle	rembg_u2net	True	0.3237333333333333	0.20584405958652496
tuxedo	rembg_u2net	True	0.7305222222222222	0.6036899089813232
typewriter	rembg_u2net	True	0.6582444444444444	0.470272958278656
umbrella	rembg_u2net	True	0.4045222222222222	0.16759935021400452
valve	rembg_u2net	True	0.3567	0.26879385113716125
vase	rembg_u2net	True	0.4152666666666667	0.298422634601593
vegetable	rembg_u2net	True	0.2230888888888889	0.1340252161026001
veil	rembg_u2net	True	0.3146555555555556	0.11132465302944183
vest	rembg_u2net	True	0.5878222222222222	0.23445236682891846
violin	rembg_u2net	True	0.17877777777777779	0.13137070834636688
visor	rembg_u2net	True	0.32687777777777777	0.2031216323375702
volleyball	rembg_u2net	True	0.3318	0.20470549166202545
warthog	rembg_u2net	True	0.5336	0.30018311738967896
watermelon	rembg_u2net	True	0.17904444444444445	0.06496160477399826
waterwheel	rembg_u2net	True	0.2769333333333333	0.21521662175655365
windshield	rembg_u2net	True	0.7005444444444444	0.18766875565052032
wolf	rembg_u2net	True	0.3608222222222222	0.16382025182247162
worm	rembg_u2net	True	0.11961111111111111	0.051131900399923325
wreath	rembg_u2net	True	0.24473333333333333	0.1431276649236679
yacht	rembg_u2net	True	0.2879555555555556	0.14458408951759338
zucchini	rembg_u2net	True	0.23646666666666666	0.16559089720249176
